,RandomForest,K-nearest-neighbor,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost
remove_outliers_isolation_forest + features_selection_none + oversampling_smote,0.6857142857142857,0.8,0.5714285714285714,0.6,0.7142857142857143,0.7428571428571429,0.6285714285714286,0.6571428571428571
remove_outliers_isolation_forest + features_selection_none + oversampling_svm_smote,0.7142857142857143,0.8571428571428571,0.7714285714285715,0.5714285714285714,0.7428571428571429,0.7714285714285715,0.6285714285714286,0.6571428571428571
remove_outliers_isolation_forest + features_selection_none + oversampling_adasyn,0.7142857142857143,0.8571428571428571,0.8857142857142857,0.6,0.6857142857142857,0.7714285714285715,0.6285714285714286,0.6857142857142857
remove_outliers_isolation_forest + features_selection_none + oversampling_smote_borderline,0.7142857142857143,0.8,0.5428571428571428,0.5142857142857142,0.7142857142857143,0.8,0.6285714285714286,0.6857142857142857
remove_outliers_isolation_forest + features_selection_extratrees + oversampling_none,0.5714285714285714,0.42857142857142855,0.6571428571428571,0.5714285714285714,0.5142857142857142,0.4,0.5428571428571428,0.6
remove_outliers_isolation_forest + features_selection_extratrees + oversampling_smote,0.5428571428571428,0.6571428571428571,0.7428571428571429,0.6,0.6571428571428571,0.7142857142857143,0.5428571428571428,0.6
remove_outliers_isolation_forest + features_selection_extratrees + oversampling_svm_smote,0.6571428571428571,0.4857142857142857,0.7714285714285715,0.5714285714285714,0.7142857142857143,0.5142857142857142,0.5714285714285714,0.6
remove_outliers_isolation_forest + features_selection_extratrees + oversampling_adasyn,0.5428571428571428,0.6571428571428571,0.8,0.5142857142857142,0.7714285714285715,0.8,0.5714285714285714,0.5714285714285714
remove_outliers_isolation_forest + features_selection_extratrees + oversampling_smote_borderline,0.5714285714285714,0.5714285714285714,0.2571428571428571,0.5142857142857142,0.6857142857142857,0.4857142857142857,0.5714285714285714,0.6
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_none,0.6285714285714286,0.6,0.42857142857142855,0.45714285714285713,0.5142857142857142,0.5428571428571428,0.5714285714285714,0.6285714285714286
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_smote,0.6285714285714286,0.6571428571428571,0.7714285714285715,0.5428571428571428,0.5714285714285714,0.7714285714285715,0.5714285714285714,0.6285714285714286
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_svm_smote,0.6285714285714286,0.7428571428571429,0.7714285714285715,0.6571428571428571,0.5714285714285714,0.8,0.6285714285714286,0.6571428571428571
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_adasyn,0.6571428571428571,0.7142857142857143,0.45714285714285713,0.5714285714285714,0.6285714285714286,0.8,0.6,0.6285714285714286
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_smote_borderline,0.6571428571428571,0.6857142857142857,0.8571428571428571,0.5714285714285714,0.6857142857142857,0.8285714285714286,0.6,0.6571428571428571
remove_outliers_isolation_forest + features_selection_rfe + oversampling_none,0.6571428571428571,0.45714285714285713,0.7428571428571429,0.6857142857142857,0.5428571428571428,0.4857142857142857,0.5428571428571428,0.6
remove_outliers_isolation_forest + features_selection_rfe + oversampling_smote,0.6857142857142857,0.6571428571428571,0.7428571428571429,0.6,0.6857142857142857,0.7428571428571429,0.6285714285714286,0.5714285714285714
remove_outliers_isolation_forest + features_selection_rfe + oversampling_svm_smote,0.6857142857142857,0.6,0.8285714285714286,0.6857142857142857,0.7714285714285715,0.7142857142857143,0.5714285714285714,0.6571428571428571
remove_outliers_isolation_forest + features_selection_rfe + oversampling_adasyn,0.6,0.6571428571428571,0.8,0.5428571428571428,0.8,0.8,0.6285714285714286,0.5714285714285714
remove_outliers_isolation_forest + features_selection_rfe + oversampling_smote_borderline,0.6,0.6285714285714286,0.9142857142857143,0.5142857142857142,0.7428571428571429,0.4,0.6,0.5714285714285714
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_none,0.6,0.6857142857142857,0.6285714285714286,0.5428571428571428,0.6285714285714286,0.45714285714285713,0.6285714285714286,0.6
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_smote,0.6571428571428571,0.7428571428571429,0.45714285714285713,0.5428571428571428,0.7428571428571429,0.7714285714285715,0.6285714285714286,0.6
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_svm_smote,0.6857142857142857,0.7142857142857143,0.8571428571428571,0.5428571428571428,0.7428571428571429,0.7714285714285715,0.6285714285714286,0.6571428571428571
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_adasyn,0.7714285714285715,0.8,0.8571428571428571,0.6,0.7428571428571429,0.7714285714285715,0.6285714285714286,0.6857142857142857
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_smote_borderline,0.6857142857142857,0.8857142857142857,0.42857142857142855,0.6285714285714286,0.7142857142857143,0.8,0.6285714285714286,0.6571428571428571
remove_outliers_zscore + features_selection_none + oversampling_none,0.5428571428571428,0.6571428571428571,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6285714285714286,0.6
remove_outliers_zscore + features_selection_none + oversampling_smote,0.6285714285714286,0.7714285714285715,0.6285714285714286,0.6571428571428571,0.6857142857142857,0.8,0.6285714285714286,0.5714285714285714
remove_outliers_zscore + features_selection_none + oversampling_svm_smote,0.6,0.8,0.8285714285714286,0.5714285714285714,0.6857142857142857,0.7714285714285715,0.6285714285714286,0.6285714285714286
remove_outliers_zscore + features_selection_none + oversampling_adasyn,0.6857142857142857,0.8,0.5428571428571428,0.4857142857142857,0.6857142857142857,0.8,0.6,0.6571428571428571
remove_outliers_zscore + features_selection_none + oversampling_smote_borderline,0.6571428571428571,0.8,0.4857142857142857,0.6571428571428571,0.6857142857142857,0.8,0.6285714285714286,0.6571428571428571
remove_outliers_zscore + features_selection_extratrees + oversampling_none,0.5428571428571428,0.37142857142857144,0.6571428571428571,0.5428571428571428,0.5142857142857142,0.02857142857142857,0.5428571428571428,0.6
remove_outliers_zscore + features_selection_extratrees + oversampling_smote,0.5428571428571428,0.5142857142857142,0.6857142857142857,0.6,0.6857142857142857,0.42857142857142855,0.6,0.6285714285714286
remove_outliers_zscore + features_selection_extratrees + oversampling_svm_smote,0.6,0.42857142857142855,0.5714285714285714,0.5428571428571428,0.7142857142857143,0.45714285714285713,0.6,0.6
remove_outliers_zscore + features_selection_extratrees + oversampling_adasyn,0.5428571428571428,0.4857142857142857,0.6,0.5428571428571428,0.6857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714
remove_outliers_zscore + features_selection_extratrees + oversampling_smote_borderline,0.6,0.5142857142857142,0.6857142857142857,0.4857142857142857,0.6857142857142857,0.5142857142857142,0.5714285714285714,0.6
remove_outliers_zscore + features_selection_mutual_information + oversampling_none,0.5142857142857142,0.5714285714285714,0.5428571428571428,0.34285714285714286,0.4857142857142857,0.5142857142857142,0.5714285714285714,0.6571428571428571
remove_outliers_zscore + features_selection_mutual_information + oversampling_smote,0.6571428571428571,0.6857142857142857,0.7428571428571429,0.5714285714285714,0.6857142857142857,0.8,0.6571428571428571,0.6
remove_outliers_zscore + features_selection_mutual_information + oversampling_svm_smote,0.6285714285714286,0.6285714285714286,0.8571428571428571,0.5142857142857142,0.6285714285714286,0.8,0.6,0.6285714285714286
remove_outliers_zscore + features_selection_mutual_information + oversampling_adasyn,0.6285714285714286,0.7142857142857143,0.5428571428571428,0.5714285714285714,0.6285714285714286,0.7714285714285715,0.6285714285714286,0.6571428571428571
remove_outliers_zscore + features_selection_mutual_information + oversampling_smote_borderline,0.5714285714285714,0.5142857142857142,0.7428571428571429,0.6,0.7142857142857143,0.5142857142857142,0.5714285714285714,0.6571428571428571
remove_outliers_zscore + features_selection_rfe + oversampling_none,0.5714285714285714,0.4857142857142857,0.5714285714285714,0.6,0.6,0.4857142857142857,0.6571428571428571,0.5714285714285714
remove_outliers_zscore + features_selection_rfe + oversampling_smote,0.6285714285714286,0.5428571428571428,0.7714285714285715,0.5428571428571428,0.6857142857142857,0.7714285714285715,0.7142857142857143,0.6285714285714286
remove_outliers_zscore + features_selection_rfe + oversampling_svm_smote,0.6,0.6,0.7714285714285715,0.5428571428571428,0.7714285714285715,0.8,0.7714285714285715,0.6285714285714286
remove_outliers_zscore + features_selection_rfe + oversampling_adasyn,0.6,0.6571428571428571,0.8,0.6,0.8285714285714286,0.8,0.7714285714285715,0.5714285714285714
remove_outliers_zscore + features_selection_rfe + oversampling_smote_borderline,0.5714285714285714,0.5714285714285714,0.6571428571428571,0.4857142857142857,0.7714285714285715,0.7142857142857143,0.7714285714285715,0.6285714285714286
remove_outliers_zscore + features_selection_variance_threshold + oversampling_none,0.5142857142857142,0.6571428571428571,0.7428571428571429,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6285714285714286,0.6
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote,0.6571428571428571,0.8285714285714286,0.8285714285714286,0.5142857142857142,0.6571428571428571,0.8,0.6285714285714286,0.6
remove_outliers_zscore + features_selection_variance_threshold + oversampling_svm_smote,0.5428571428571428,0.7142857142857143,0.7142857142857143,0.4857142857142857,0.6571428571428571,0.8,0.6285714285714286,0.5714285714285714
remove_outliers_zscore + features_selection_variance_threshold + oversampling_adasyn,0.6571428571428571,0.8285714285714286,0.2857142857142857,0.6,0.6857142857142857,0.8,0.6285714285714286,0.6285714285714286
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote_borderline,0.6571428571428571,0.7714285714285715,0.6285714285714286,0.5428571428571428,0.6857142857142857,0.8285714285714286,0.6,0.5714285714285714
remove_outliers_iqr + features_selection_none + oversampling_none,0.5714285714285714,0.6571428571428571,0.6857142857142857,0.42857142857142855,0.5142857142857142,0.17142857142857143,0.6857142857142857,0.5428571428571428
remove_outliers_iqr + features_selection_none + oversampling_smote,0.6571428571428571,0.8571428571428571,0.7428571428571429,0.5714285714285714,0.6857142857142857,0.8285714285714286,0.6571428571428571,0.5714285714285714
remove_outliers_iqr + features_selection_none + oversampling_svm_smote,0.6285714285714286,0.7714285714285715,0.6,0.4,0.6,0.4,0.6571428571428571,0.5714285714285714
remove_outliers_iqr + features_selection_none + oversampling_adasyn,0.7714285714285715,0.8857142857142857,0.7428571428571429,0.2571428571428571,0.7142857142857143,0.8285714285714286,0.6571428571428571,0.7142857142857143
remove_outliers_iqr + features_selection_none + oversampling_smote_borderline,0.6571428571428571,0.8571428571428571,0.6,0.7142857142857143,0.6857142857142857,0.8571428571428571,0.6857142857142857,0.6857142857142857
remove_outliers_iqr + features_selection_extratrees + oversampling_none,0.45714285714285713,0.17142857142857143,0.7714285714285715,0.2857142857142857,0.42857142857142855,0.0,0.6285714285714286,0.4
remove_outliers_iqr + features_selection_extratrees + oversampling_smote,0.6571428571428571,0.42857142857142855,0.7714285714285715,0.4857142857142857,0.6571428571428571,0.5714285714285714,0.7142857142857143,0.5714285714285714
remove_outliers_iqr + features_selection_extratrees + oversampling_svm_smote,0.5142857142857142,0.42857142857142855,0.7714285714285715,0.4857142857142857,0.5428571428571428,0.4857142857142857,0.6571428571428571,0.5428571428571428
remove_outliers_iqr + features_selection_extratrees + oversampling_adasyn,0.6571428571428571,0.4857142857142857,0.6571428571428571,0.5714285714285714,0.6857142857142857,0.5428571428571428,0.7142857142857143,0.6857142857142857
remove_outliers_iqr + features_selection_extratrees + oversampling_smote_borderline,0.6285714285714286,0.45714285714285713,0.7714285714285715,0.6285714285714286,0.6571428571428571,0.5428571428571428,0.7428571428571429,0.6285714285714286
remove_outliers_iqr + features_selection_mutual_information + oversampling_none,0.45714285714285713,0.6285714285714286,0.7714285714285715,0.37142857142857144,0.4,0.37142857142857144,0.6,0.4857142857142857
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote,0.6285714285714286,0.4857142857142857,0.6285714285714286,0.6,0.6571428571428571,0.5428571428571428,0.7142857142857143,0.6
remove_outliers_iqr + features_selection_mutual_information + oversampling_svm_smote,0.6,0.5428571428571428,0.5714285714285714,0.45714285714285713,0.5142857142857142,0.5428571428571428,0.6857142857142857,0.6
remove_outliers_iqr + features_selection_mutual_information + oversampling_adasyn,0.6,0.5428571428571428,0.6571428571428571,0.6857142857142857,0.6571428571428571,0.5428571428571428,0.7142857142857143,0.6285714285714286
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote_borderline,0.6,0.7714285714285715,0.8857142857142857,0.4857142857142857,0.6857142857142857,0.7428571428571429,0.7714285714285715,0.6571428571428571
remove_outliers_iqr + features_selection_rfe + oversampling_none,0.37142857142857144,0.45714285714285713,0.5714285714285714,0.6285714285714286,0.42857142857142855,0.37142857142857144,0.6,0.37142857142857144
remove_outliers_iqr + features_selection_rfe + oversampling_smote,0.5142857142857142,0.5428571428571428,0.5428571428571428,0.4,0.6571428571428571,0.5428571428571428,0.6571428571428571,0.42857142857142855
remove_outliers_iqr + features_selection_rfe + oversampling_svm_smote,0.4857142857142857,0.4857142857142857,0.5142857142857142,0.5714285714285714,0.5714285714285714,0.5428571428571428,0.6,0.5428571428571428
remove_outliers_iqr + features_selection_rfe + oversampling_adasyn,0.6,0.5428571428571428,0.4857142857142857,0.6571428571428571,0.6285714285714286,0.5428571428571428,0.7714285714285715,0.6
remove_outliers_iqr + features_selection_rfe + oversampling_smote_borderline,0.5714285714285714,0.5428571428571428,0.4857142857142857,0.4,0.5142857142857142,0.5428571428571428,0.7428571428571429,0.45714285714285713
remove_outliers_iqr + features_selection_variance_threshold + oversampling_none,0.5142857142857142,0.6571428571428571,0.6857142857142857,0.4,0.5142857142857142,0.17142857142857143,0.6857142857142857,0.5428571428571428
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote,0.6285714285714286,0.8,0.7714285714285715,0.4,0.7142857142857143,0.8285714285714286,0.6571428571428571,0.4857142857142857
remove_outliers_iqr + features_selection_variance_threshold + oversampling_svm_smote,0.6285714285714286,0.8,0.4857142857142857,0.5142857142857142,0.6285714285714286,0.5428571428571428,0.6571428571428571,0.6571428571428571
remove_outliers_iqr + features_selection_variance_threshold + oversampling_adasyn,0.6571428571428571,0.8,0.7142857142857143,0.6285714285714286,0.6857142857142857,0.8571428571428571,0.7142857142857143,0.6857142857142857
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote_borderline,0.7428571428571429,0.8857142857142857,0.5428571428571428,0.4857142857142857,0.6571428571428571,0.8571428571428571,0.6857142857142857,0.6857142857142857
remove_outliers_lof + features_selection_none + oversampling_none,0.5142857142857142,0.6857142857142857,0.6571428571428571,0.45714285714285713,0.37142857142857144,0.5428571428571428,0.5714285714285714,0.6285714285714286
remove_outliers_lof + features_selection_none + oversampling_smote,0.5714285714285714,0.7142857142857143,0.4,0.5142857142857142,0.6857142857142857,0.6857142857142857,0.5714285714285714,0.6857142857142857
remove_outliers_lof + features_selection_none + oversampling_svm_smote,0.6,0.7714285714285715,0.8571428571428571,0.6285714285714286,0.7142857142857143,0.6857142857142857,0.5714285714285714,0.6571428571428571
remove_outliers_lof + features_selection_none + oversampling_adasyn,0.6,0.7428571428571429,0.6857142857142857,0.5714285714285714,0.6571428571428571,0.6285714285714286,0.5714285714285714,0.6571428571428571
remove_outliers_lof + features_selection_none + oversampling_smote_borderline,0.5714285714285714,0.7714285714285715,0.5142857142857142,0.6285714285714286,0.6857142857142857,0.7428571428571429,0.5428571428571428,0.6
remove_outliers_lof + features_selection_extratrees + oversampling_none,0.5428571428571428,0.4,0.5714285714285714,0.6,0.5142857142857142,0.34285714285714286,0.4857142857142857,0.6
remove_outliers_lof + features_selection_extratrees + oversampling_smote,0.5428571428571428,0.4857142857142857,0.5714285714285714,0.5714285714285714,0.6,0.4,0.5714285714285714,0.6
remove_outliers_lof + features_selection_extratrees + oversampling_svm_smote,0.5428571428571428,0.4,0.7428571428571429,0.6,0.5714285714285714,0.5142857142857142,0.5428571428571428,0.6
remove_outliers_lof + features_selection_extratrees + oversampling_adasyn,0.5428571428571428,0.4857142857142857,0.6857142857142857,0.5714285714285714,0.6285714285714286,0.45714285714285713,0.5714285714285714,0.6285714285714286
remove_outliers_lof + features_selection_extratrees + oversampling_smote_borderline,0.5428571428571428,0.5428571428571428,0.6,0.5142857142857142,0.6285714285714286,0.45714285714285713,0.5714285714285714,0.6
remove_outliers_lof + features_selection_mutual_information + oversampling_none,0.5714285714285714,0.5428571428571428,0.2571428571428571,0.5428571428571428,0.5142857142857142,0.5428571428571428,0.4857142857142857,0.6
remove_outliers_lof + features_selection_mutual_information + oversampling_smote,0.6285714285714286,0.6285714285714286,0.7428571428571429,0.4857142857142857,0.5714285714285714,0.7714285714285715,0.5714285714285714,0.6285714285714286
remove_outliers_lof + features_selection_mutual_information + oversampling_svm_smote,0.5714285714285714,0.6285714285714286,0.6857142857142857,0.5428571428571428,0.5714285714285714,0.7142857142857143,0.5142857142857142,0.5428571428571428
remove_outliers_lof + features_selection_mutual_information + oversampling_adasyn,0.6285714285714286,0.6,0.7142857142857143,0.5142857142857142,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.6285714285714286
remove_outliers_lof + features_selection_mutual_information + oversampling_smote_borderline,0.5714285714285714,0.6857142857142857,0.8571428571428571,0.45714285714285713,0.5714285714285714,0.8285714285714286,0.5714285714285714,0.5428571428571428
remove_outliers_lof + features_selection_rfe + oversampling_none,0.5428571428571428,0.5142857142857142,0.5714285714285714,0.5714285714285714,0.6,0.4857142857142857,0.4857142857142857,0.6285714285714286
remove_outliers_lof + features_selection_rfe + oversampling_smote,0.6,0.5714285714285714,0.7714285714285715,0.6,0.6857142857142857,0.8,0.5714285714285714,0.6
remove_outliers_lof + features_selection_rfe + oversampling_svm_smote,0.6,0.6285714285714286,0.7428571428571429,0.5714285714285714,0.6857142857142857,0.6857142857142857,0.5714285714285714,0.6
remove_outliers_lof + features_selection_rfe + oversampling_adasyn,0.6,0.6,0.7142857142857143,0.5428571428571428,0.6857142857142857,0.6571428571428571,0.5142857142857142,0.6
remove_outliers_lof + features_selection_rfe + oversampling_smote_borderline,0.6,0.6571428571428571,0.7142857142857143,0.6,0.6857142857142857,0.6571428571428571,0.5428571428571428,0.6
remove_outliers_lof + features_selection_variance_threshold + oversampling_none,0.5428571428571428,0.6857142857142857,0.6,0.5714285714285714,0.37142857142857144,0.5428571428571428,0.5714285714285714,0.6285714285714286
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote,0.5428571428571428,0.8,0.8571428571428571,0.6571428571428571,0.5142857142857142,0.7428571428571429,0.5428571428571428,0.6571428571428571
remove_outliers_lof + features_selection_variance_threshold + oversampling_svm_smote,0.5714285714285714,0.7714285714285715,0.8,0.6857142857142857,0.7428571428571429,0.7428571428571429,0.6,0.6
remove_outliers_lof + features_selection_variance_threshold + oversampling_adasyn,0.6285714285714286,0.7428571428571429,0.6,0.6,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.6857142857142857
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote_borderline,0.5714285714285714,0.7714285714285715,0.8,0.6,0.6285714285714286,0.7428571428571429,0.5714285714285714,0.5714285714285714
