,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_isolation_forest + features_selection_mutual_information + oversampling_smote_borderline,0.8998330550918197,0.8961474036850922,0.8772231784279977,0.9030023094688222,0.8997655334114889,0.8682766190998902,0.8972375690607735,0.8742857142857143
remove_outliers_isolation_forest + features_selection_rfe + oversampling_none,0.8875266524520256,0.8835509138381201,0.8668587896253602,0.8964606444796619,0.8667009778692744,0.8421330517423442,0.8854881266490765,
remove_outliers_isolation_forest + features_selection_rfe + oversampling_smote,0.8906752411575563,0.9014697876973327,0.8729003359462486,0.9067385444743935,0.8955732122587968,0.8531767218366257,0.8918629550321199,
remove_outliers_isolation_forest + features_selection_rfe + oversampling_svm_smote,0.898566703417861,0.9032258064516129,0.8778173190984578,0.914572864321608,0.8972067039106145,0.8530197755211117,0.8954817637452368,
remove_outliers_isolation_forest + features_selection_rfe + oversampling_adasyn,0.9007760532150776,0.9058370044052864,0.879739336492891,0.9030837004405287,0.9038795599305154,0.8507214206437292,0.8925081433224755,
remove_outliers_isolation_forest + features_selection_rfe + oversampling_smote_borderline,0.8971238938053098,0.9054054054054054,0.876357056694813,0.906423034330011,0.9071680376028202,0.8452768729641694,0.8986376021798365,
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_none,0.879605604566684,0.887459807073955,0.87109375,0.8970432946145723,0.8261291889266634,0.8589094997189433,0.8841111693759832,
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_smote,0.8972267536704731,0.8863393810032018,0.8771827706635623,0.9032955159373312,0.8790972595378829,0.8541320022185247,0.8899521531100478,
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_svm_smote,0.9013528748590756,0.8896663078579118,0.8764705882352941,0.9120575221238938,0.8833609729132117,0.8618850029638412,0.8944504896626768,
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_adasyn,0.9027777777777778,0.9023982152816509,0.8721272834413671,0.9044238121245222,0.8948256467941508,0.8615384615384616,0.8903156768325308,
remove_outliers_isolation_forest + features_selection_variance_threshold + oversampling_smote_borderline,0.9049235993208828,0.8905742145178764,0.863456090651558,0.9025585193249864,0.8943136128661688,0.8593563766388558,0.8947652455477604,
remove_outliers_zscore + features_selection_none + oversampling_none,0.8909378292939937,0.885427666314678,0.8680781758957655,0.8981530343007915,0.8390342052313883,0.8540145985401459,0.8826291079812206,
remove_outliers_zscore + features_selection_none + oversampling_smote,0.8909574468085106,0.8927991337303736,0.8640132669983416,0.9013933547695605,0.8762057877813505,0.8522083805209513,0.8830624016780283,
remove_outliers_zscore + features_selection_none + oversampling_svm_smote,0.8956661316211878,0.8983897834536368,0.8821805392731535,0.9060109289617486,0.8856191004997224,0.8547589616810878,0.8894821142552055,
remove_outliers_zscore + features_selection_none + oversampling_adasyn,0.8941942485078677,0.8772309356408869,0.8679141441937259,0.9060109289617486,0.8835654596100279,0.866945107398568,0.885002649708532,
remove_outliers_zscore + features_selection_none + oversampling_smote_borderline,0.8966829798803697,0.896551724137931,0.8653421633554084,0.9072956664838179,0.8838495575221239,0.8663793103448276,0.8856382978723404,
remove_outliers_zscore + features_selection_extratrees + oversampling_none,0.8782654127481714,0.8735751295336788,0.876226826608506,0.880927291886196,0.8589678078691876,0.8353535353535354,0.8789166224110462,0.7722772277227723
remove_outliers_zscore + features_selection_extratrees + oversampling_smote,0.8820403825717322,0.8869994514536478,0.874860956618465,0.8925619834710744,0.8765432098765432,0.8411973617453069,0.8812736103615758,0.8674762407602957
remove_outliers_zscore + features_selection_extratrees + oversampling_svm_smote,0.8858075040783034,0.8873626373626373,0.8716253443526171,0.897982062780269,0.8869806094182825,0.8406169665809768,0.8847199564980968,0.8727272727272727
remove_outliers_zscore + features_selection_extratrees + oversampling_adasyn,0.8880846325167038,0.8914381645215445,0.8511576626240352,0.9002832861189801,0.8871057000553404,0.8426680244399185,0.8833333333333333,0.8752796420581656
remove_outliers_zscore + features_selection_extratrees + oversampling_smote_borderline,0.8888888888888888,0.9017441860465116,0.8699231613611416,0.9023823358512493,0.8966121495327103,0.8460342146189735,0.8851831601968289,0.8844643858665171
remove_outliers_zscore + features_selection_mutual_information + oversampling_none,0.883951907997909,0.8954593453009504,0.8741685144124168,0.8927824267782427,0.8593829033889732,0.8487084870848709,0.8822605965463108,0.831604938271605
remove_outliers_zscore + features_selection_mutual_information + oversampling_smote,0.8899082568807339,0.877742946708464,0.8786324786324786,0.903954802259887,0.8842617631151974,0.8439425051334702,0.8858373721055466,0.8713826366559485
remove_outliers_zscore + features_selection_mutual_information + oversampling_svm_smote,0.8871822033898306,0.8930282064928153,0.8737864077669902,0.8990332975295381,0.8997722095671982,0.8372677046710196,0.8817034700315457,0.8678742674480554
remove_outliers_zscore + features_selection_mutual_information + oversampling_adasyn,0.8902635825712749,0.9009356081452944,0.8743801652892562,0.9010275824770146,0.9001721170395869,0.8455882352941176,0.8855774348057477,0.8675496688741722
remove_outliers_zscore + features_selection_mutual_information + oversampling_smote_borderline,0.8953424657534247,0.9062327633756205,0.8769574944071589,0.9127252252252253,0.8976510067114094,0.8477676169983862,0.894708128750682,0.8768802228412256
remove_outliers_zscore + features_selection_rfe + oversampling_none,0.8849973863042342,0.8905579399141631,0.8740458015267175,0.8908136482939633,0.8563941299790356,0.8476541908276226,0.8862559241706162,
remove_outliers_zscore + features_selection_rfe + oversampling_smote,0.8894256575415995,0.897196261682243,0.8752699784017278,0.8939554612937434,0.8835690968443961,0.8544403573305307,0.883881230116649,
remove_outliers_zscore + features_selection_rfe + oversampling_svm_smote,0.8891834570519618,0.8949945593035908,0.8708609271523179,0.9002181025081788,0.8853644963828603,0.8506907545164718,0.8897176345231753,
remove_outliers_zscore + features_selection_rfe + oversampling_adasyn,0.8930714675395527,0.8907427341227125,0.8770672546857773,0.9028384279475983,0.8934611048478016,0.8565333333333334,0.8849036402569593,
remove_outliers_zscore + features_selection_rfe + oversampling_smote_borderline,0.8894849785407726,0.8967213114754098,0.8793969849246231,0.896514745308311,0.8915388983532084,0.8566844919786096,0.8898441698011822,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_none,0.887722980062959,0.8962108731466227,0.8655416439847577,0.8998410174880763,0.8394564670357323,0.8540145985401459,0.8826291079812206,
