,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_zscore + features_selection_rfe + oversampling_none,0.9581211092246746,0.9394453876627051,0.9071873231465761,0.9603848330503678,0.9247311827956989,0.9100169779286927,0.9524617996604414,
remove_outliers_zscore + features_selection_rfe + oversampling_smote,0.9377475947934352,0.9235993208828522,0.9173740803621958,0.9541595925297114,0.9190718732314658,0.9202037351443124,0.9434069043576684,
remove_outliers_zscore + features_selection_rfe + oversampling_svm_smote,0.9490662139219015,0.9309564233163554,0.8930390492359932,0.9343520090548953,0.9003961516694963,0.9060554612337295,0.9451046972269384,
remove_outliers_zscore + features_selection_rfe + oversampling_adasyn,0.9264289756649688,0.9366157328805885,0.9003961516694963,0.9360498019241652,0.8970005659309565,0.9088851160158461,0.9354838709677419,
remove_outliers_zscore + features_selection_rfe + oversampling_smote_borderline,0.9383135257498585,0.9286926994906621,0.8913412563667232,0.946236559139785,0.8885116015846066,0.9066213921901528,0.9371816638370118,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_none,0.9575551782682513,0.9235993208828522,0.8998302207130731,0.9609507640067911,0.9439728353140917,0.7945670628183361,0.9575551782682513,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote,0.946236559139785,0.9190718732314658,0.8556876061120543,0.9496321448783248,0.9128466327108092,0.8313525749858517,0.9479343520090548,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_svm_smote,0.9303904923599321,0.9451046972269384,0.8975664968873798,0.933786078098472,0.9117147707979627,0.797962648556876,0.9501980758347481,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_adasyn,0.9411431805319751,0.9264289756649688,0.8822863610639502,0.9400113186191285,0.9003961516694963,0.8075834748160724,0.9456706281833617,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote_borderline,0.9411431805319751,0.9417091114883984,0.8754951895868704,0.9354838709677419,0.8981324278438031,0.7962648556876061,0.9507640067911715,
remove_outliers_iqr + features_selection_none + oversampling_none,0.9603848330503678,0.9818902093944539,0.9151103565365025,0.9281267685342388,1.0,0.767402376910017,0.956989247311828,
